Sample,Deposit_group,Depth,Ag,Ag.2.Sigma,Al,Al.2.Sigma,As,As.2.Sigma,Au,Au.2.Sigma,Ba,Ba.2.Sigma,Bal,Bal.2.Sigma,Bi,Bi.2.Sigma,Ca,Ca.2.Sigma,Cd,Cd.2.Sigma,Ce,Ce.2.Sigma,Cl,Cl.2.Sigma,Co,Co.2.Sigma,Cr,Cr.2.Sigma,Cu,Cu.2.Sigma,Fe,Fe.2.Sigma,Hf,Hf.2.Sigma,K,K.2.Sigma,La,La.2.Sigma,Mg,Mg.2.Sigma,Mn,Mn.2.Sigma,Mo,Mo.2.Sigma,Nb,Nb.2.Sigma,Nd,Nd.2.Sigma,Ni,Ni.2.Sigma,P,P.2.Sigma,Pb,Pb.2.Sigma,Pr,Pr.2.Sigma,Rb,Rb.2.Sigma,Re,Re.2.Sigma,S,S.2.Sigma,Sb,Sb.2.Sigma,Sc,Sc.2.Sigma,Se,Se.2.Sigma,Si,Si.2.Sigma,Sn,Sn.2.Sigma,Sr,Sr.2.Sigma,Ta,Ta.2.Sigma,Th,Th.2.Sigma,Ti,Ti.2.Sigma,U,U.2.Sigma,V,V.2.Sigma,W,W.2.Sigma,Y,Y.2.Sigma,Zn,Zn.2.Sigma,Zr,Zr.2.Sigma
Avila1.1_superficie,Avila,superficie,0,4.955,94048.625,2802.6201,0,7.1712,0,11.1655,253.4601,33.064,741656.4375,5184.1279,0,4.398,6436.8667,127.6206,0,10.2841,194.8317,41.0497,0,71.0444,0,213.0559,0,979.6092,154.3374,11.2783,103984.2969,312.6692,0,0,326.3972,155.0401,287.6083,36.3652,0,5791.6538,2370.4775,409.4498,0,3.8021,25.4891,2.1628,0,154.852,264.7719,21.6025,8382.168,497.3603,62.7491,3.6452,0,108.3215,0,7.4943,0,0,0,131.1465,0,14.7969,0,146.3168,0,2.8925,30253.334,493.589,0,12.1453,2311.3972,7.4642,0,0,16.6465,2.2495,7994.874,1347.4038,21.7597,5.4073,0,708.8932,0,0,327.8874,4.2455,316.3352,11.5683,309.271,5.3659
Avila1.1_superficie,Avila,superficie,0,4.8086,88558.7891,2370.6179,0,7.265,0,11.0826,214.2602,32.1151,750586.3125,4117.1343,0,4.8304,5938.1714,122.1067,9.1417,3.5505,189.586,40.0133,0,62.9342,286.6523,107.1442,0,1001.5085,153.5416,11.2126,106602.1328,317.4778,0,0,241.0413,145.1807,272.3113,35.423,0,4306.0674,2540.9075,408.1303,0,3.7961,25.3063,2.1863,0,150.4224,255.4936,20.0705,7229.6675,433.5168,64.2599,3.6627,0,105.4396,0,7.0428,0,0,0,115.4451,0,13.6427,0,140.8489,0,3.0112,26323.0469,432.7577,0,11.8327,2408.7056,7.636,0,0,11.6479,2.2221,6803.2485,1298.3058,23.3791,5.5159,275.2467,194.5685,0,0,340.869,4.3247,323.8669,11.6764,322.4129,5.4716
Avila1.1_superficie,Avila,superficie,0,4.8401,83376.3281,2729.9495,0,7.1656,0,12.7653,250.7887,32.9387,761377.6875,5148.7969,0,4.7265,6323.7822,120.9996,0,11.5162,295.5804,41.2404,0,69.9775,0,299.9942,0,927.0453,165.1828,11.5941,98922.1172,306.6728,0,0,255.4191,142.9029,330.7955,36.3788,0,5938.6699,2255.9766,413.5241,0,3.7037,25.7978,2.1478,0,168.5794,260.5497,21.6983,7747.6812,495.6218,55.8441,3.532,0,120.6786,5.9026,2.6042,0,0,0,132.3497,0,19.4513,0,135.5142,0,3.0119,27584.4199,481.6104,0,12.2242,2263.0415,7.398,0,0,15.5115,2.2924,7281.8291,1243.163,14.7798,5.2758,265.5067,186.9895,0,0,319.3348,4.216,306.7412,11.4829,299.3452,5.321
Avila1.1_superficie,Avila,superficie,0,4.8177,85871.0078,2743.9976,0,6.671,0,10.6587,241.1008,32.4669,759127.625,4734.2896,0,4.4398,6588.2002,133.993,0,8.6917,226.5294,40.4627,0,72.9922,155.4585,102.7442,0,1028.0055,124.5694,10.4223,95109.4453,299.0435,0,0,206.8516,153.5539,310.1425,35.8237,0,4924.062,2305.4324,404.4219,0,3.6895,23.4801,2.0683,0,152.6317,217.3236,18.9003,8415.5166,517.8135,52.3028,3.4031,0,106.9079,6.5811,2.5173,0,0,0,137.3404,0,12.8926,0,149.0701,0,3.0508,30302.5527,513.1415,0,11.9107,2175.6382,7.1516,0,0,13.2826,2.1447,7613.9771,1375.7979,12.249,5.0828,0,726.9582,0,34.3893,305.1119,4.0722,296.7683,11.2253,298.7974,5.194
Avila1.1_superficie,Avila,superficie,0,4.2658,162410.7812,2669.4971,0,7.9981,0,10.7877,131.6289,27.8784,644379.375,4772.3945,0,4.849,8144.7212,155.7701,18.6873,3.2382,0,112.3311,0,62.1728,198.6975,114.84,0,1226.8922,192.6789,12.5948,117528.1172,362.8031,0,0,456.3929,180.0609,150.7102,30.6909,0,4701.3384,2549.7598,432.9907,0,4.0667,27.3414,2.2955,0,130.5866,296.2779,21.6353,10979.4756,460.4314,77.9068,4.0621,0,91.6487,7.2725,2.8144,0,0,297.7849,58.4466,0,15.6842,0,172.8882,0,3.1437,39387.1055,474.5501,0,10.3162,2506.1763,8.3901,0,0,9.2031,2.2226,9202.5146,1571.9575,15.5299,5.7081,0,830.8696,0,31.958,344.6595,4.5741,380.765,13.1806,306.4623,5.7231
Avila1.1_superficie,Avila,superficie,0,4.382,121472.8516,2350.4639,0,8.5957,0,11.0751,151.2705,28.9324,692173.3125,4088.2319,0,4.7046,6987.3433,131.6126,19.2899,3.3413,78.9188,35.9624,0,55.8949,160.2293,111.4035,0,932.0608,230.8226,13.0404,125726.2109,365.0419,0,0,372.9832,151.0956,156.0839,31.8042,0,4398.3574,5192.3286,420.2549,0,4.0233,29.4945,2.3163,0,135.1732,465.4465,23.7189,7499.6714,419.8397,82.4264,3.9983,0,94.7915,0,8.2019,0,0,0,107.3798,0,16.1295,0,162.1284,0,3.1382,27227.1816,416.9555,0,10.6905,2817.7136,8.558,0,0,14.3141,2.2942,7945.6455,1336.2207,24.4096,5.8633,0,707.3957,0,46.4134,393.3561,4.6565,426.5752,13.2774,352.165,5.8277
Avila1.1_superficie,Avila,superficie,0,5.1462,105073.5781,2695.8245,0,7.3615,0,10.9699,179.7329,34.6967,725576.875,4754.2524,0,4.5948,7174.8472,133.9005,9.0128,3.851,173.0096,43.3325,0,65.5371,167.9978,106.2635,0,882.5685,150.4279,11.1167,105474.3672,314.378,0,0,310.284,153.6033,237.7262,38.2972,0,4995.543,2348.812,414.4745,0,3.76,26.0823,2.161,0,163.4765,267.6117,20.0707,8995.1904,481.0648,66.6642,3.693,0,143.6979,8.9245,2.6339,0,0,0,126.1534,0,16.2031,0,151.8409,0,3.1612,31491.4727,477.8283,0,12.6847,2366.9985,7.5456,0,0,10.8954,2.1429,8891.5459,1367.9645,12.5256,5.2816,0,719.6842,0,41.128,340.6211,4.3154,330.1263,11.8047,314.6714,5.3942
Avila1.1_superficie,Avila,superficie,0,4.6364,110258.5391,2972.0269,0,7.1841,0,10.7897,250.1684,30.5861,715331.625,5213.2256,0,4.2738,7305.1675,137.8207,13.394,3.417,248.262,38.1444,0,72.3523,0,318.2726,0,1101.1626,169.0423,11.4129,109902.9609,325.3239,0,0,358.1967,158.893,286.738,33.6508,0,5686.8853,2349.6858,406.6223,0,3.8098,25.1649,2.167,0,143.3287,280.0725,22.0774,9234.9121,534.0385,65.3333,3.6386,0,122.3288,5.2647,2.6865,0,0,0,191.3981,0,14.9698,0,154.7452,0,3.0412,31967.1641,526.5706,0,11.2885,2462.3032,7.6973,0,0,15.8663,2.1922,8114.8149,1420.5641,22.4228,5.4585,298.4536,213.0149,0,38.8563,351.2112,4.3324,356.3577,12.0681,326.8577,5.4399
Avila1.1_superficie,Avila,superficie,0,4.9548,87285.8047,2777.6306,0,7.092,0,11.0879,244.337,33.0762,757742.0625,4907.2915,0,4.2799,6340.1289,128.6202,0,10.9389,264.2024,41.3298,0,73.7207,0,286.654,0,971.1632,134.7925,10.7774,97067.0547,301.5116,0,0,247.4436,155.0281,279.9137,36.3927,0,5246.582,2276.4038,403.4419,0,3.718,22.4704,2.0908,0,155.3451,248.6432,21.2489,8346.875,499.0204,61.9333,3.5915,0,108.8286,3.615,2.532,0,0,0,130.9,0,18.3595,0,178.5137,0,3.072,28514.6387,492.5632,0,12.084,2189.3347,7.2006,0,0,11.6369,2.0714,7440.2671,1349.2113,16.2694,5.1817,305.4404,202.9865,43.4995,14.5348,316.3213,4.1542,296.1875,11.2756,300.6872,5.2269
SitioQuemado3.1_superficie,SitioQuemado,superficie,0,5.1351,64375.8633,2285.0105,0,6.2772,0,9.8223,190.3121,33.5637,788850.25,4110.75,0,4.2176,5464.0044,111.8719,36.376,4.0866,205.08,41.962,0,69.1403,0,194.4202,0,806.1624,156.9898,10.9147,87506.6172,283.8419,0,0,732.8899,175.6226,267.6456,37.0943,0,4694.187,6923.0742,397.0269,0,3.3605,22.8792,1.887,0,158.1574,253.7918,19.7693,5573.4287,428.0183,43.6676,3.0622,0,124.4301,15.4403,2.2308,0,0,0,125.3342,0,13.4458,0,158.9698,0,2.8261,30751.0117,506.0614,0,12.4473,1265.1703,5.3114,0,0,12.3594,1.9923,6493.2554,1154.7542,11.9756,4.0179,0,595.0417,0,31.8333,256.7775,3.6403,327.2132,11.4155,263.9307,4.3139
SitioQuemado3.1_superficie,SitioQuemado,superficie,0,4.7785,80546.625,2462.626,0,6.8407,0,10.3887,212.5459,31.1452,755557.5,4266.7168,0,4.5106,5584.0361,117.5077,44.1231,3.8766,236.3613,38.9499,0,68.5243,0,220.9351,0,909.1783,189.0548,11.8558,98410.2422,301.7356,0,0,841.77,187.3999,248.6476,34.2877,0,4589.2827,8541.8975,403.1804,0,3.4774,24.6314,1.9849,0,146.5285,307.054,21.7622,6229.1611,421.9031,56.7893,3.4036,0,102.6645,17.1987,2.3816,0,0,0,122.8761,0,18.7446,0,131.9009,0,3.0171,34158.4844,515.9672,0,11.5069,1409.6267,5.7086,0,0,12.6719,2.1087,6399.9736,1213.3417,14.1728,4.2928,0,636.813,0,32.2052,279.9023,3.8629,402.8095,12.7417,274.7524,4.5401
SitioQuemado3.1_superficie,SitioQuemado,superficie,0,4.7633,75001.1875,2426.6692,0,6.5801,0,9.6911,246.0016,32.1023,774117.125,4460.9043,0,4.7571,5769.1636,119.8608,37.8952,3.9093,258.5659,40.0623,0,69.3627,0,205.2567,0,802.0753,153.8567,11.5372,84639.8672,296.6221,0,0,845.2768,190.3981,294.9772,35.351,0,5013.3013,6835.2271,413.5614,0,3.4255,23.5446,1.9372,0,153.2824,235.295,20.6106,6451.772,438.7248,44.2831,3.2569,0,163.5128,21.8863,2.3583,0,0,0,129.871,0,16.6344,0,173.4594,0,2.8275,35651.0156,529.3756,0,11.7818,1251.3594,5.6278,0,0,9.1707,2.0987,7291.8584,1258.8252,0,10.2815,0,601.1077,0,44.796,246.2391,3.813,309.582,11.8781,264.8556,4.5882
SitioQuemado3.1_superficie,SitioQuemado,superficie,0,4.85,58969.7891,2147.7383,0,6.4241,0,10.4672,166.5369,32.2206,797063.3125,4198.2437,0,4.552,5649.002,106.3395,39.953,3.9639,145.3288,40.1901,0,71.6488,0,198.0625,0,823.1357,157.3443,11.0812,88721.9453,288.3182,0,0,907.1887,171.6283,211.0863,35.5226,0,5283.7642,6797.3989,403.0751,0,3.267,23.0272,1.8619,0,151.4227,265.3612,20.4113,5096.1704,397.4658,47.5918,3.1898,0,106.4938,21.6473,2.2814,0,0,0,116.7603,0,13.0388,0,111.7427,0,2.9441,28199.9961,477.6274,0,11.7071,1287.3781,5.43,0,0,12.1164,2.0893,5102.71,1016.6985,0,12.1448,228.4251,152.2408,0,45.3062,259.738,3.7155,355.4896,12.0114,271.4328,4.4192
SitioQuemado3.1_superficie,SitioQuemado,superficie,0,4.5496,97082.1484,2344.3606,0,6.8411,0,10.3397,136.823,30.2992,736066.6875,4329.105,0,4.3736,6652.5366,129.2666,40.64,3.7758,77.0894,37.6805,0,61.9366,0,272.0511,0,915.5557,165.7034,11.623,94894.4688,309.0519,0,0,934.4221,193.9708,140.2348,33.2976,0,4812.4312,7718.9604,411.8995,0,3.5392,22.525,2.0046,0,141.7731,273.7118,21.7109,6863.8838,404.0435,51.607,3.3711,0,99.6309,18.0064,2.4661,0,0,0,177.4052,0,12.2942,0,139.6538,0,2.9882,39171.543,501.008,0,11.1434,1353.0333,5.7938,0,0,11.736,2.0765,7114.4683,1271.2954,16.1354,4.4002,264.8001,191.0532,0,35.1012,265.0113,3.8873,396.3699,13.0411,267.4822,4.6105
SitioQuemado3.1_superficie,SitioQuemado,superficie,0,4.6432,65333.9805,2311.46,0,6.2439,0,9.6614,158.2892,30.5525,789207.6875,4935.1675,0,4.0951,4845.3442,95.8391,35.9607,3.7359,132.1773,38.0879,0,72.1211,0,192.7119,0,743.4952,143.5139,10.4892,88486.8125,280.7545,0,0,832.8935,160.3525,201.4573,33.6834,0,6581,7009.0552,381.6251,0,3.3038,20.5579,1.8555,0,143.8924,266.2042,19.799,5437.0757,421.3755,47.5348,3.114,0,100.9164,16.3049,2.2418,0,0,0,125.592,0,15.0079,0,105.7237,0,2.8277,29780.2715,494.7674,0,11.2542,1285.08,5.3074,0,0,13.9226,2.0027,5232.1426,974.9311,13.2182,4.0208,199.1216,145.196,0,31.8267,261.1393,3.6332,361.6193,11.8038,272.8237,4.3226
SitioQuemado3.1_superficie,SitioQuemado,superficie,0,4.9525,68828.2891,2543.1921,0,6.1002,0,9.9736,150.5137,33.7207,787956.5625,4547.5024,0,4.3961,5504.3984,106.0985,35.6133,4.1201,146.0208,42.1202,0,78.8046,0,190.7503,0,761.4604,144.4831,10.5504,83041.1719,275.3732,0,0,713.7494,163.9814,207.3771,37.2259,0,5330.0415,6778.7236,388.244,0,3.216,21.8561,1.7884,0,159.1897,247.2736,19.5373,5786.4785,463.9726,45.0023,3.0533,0,111.5926,19.0331,2.1674,0,0,0,142.424,0,13.673,0,115.0152,0,2.7916,32149.666,557.2593,0,12.4239,1227.5591,5.2014,0,0,9.3793,1.9507,5932.1602,1061.0315,0,11.5328,225.9951,159.1257,0,25.1277,244.4173,3.5408,317.631,11.1928,266.6434,4.2707
SitioQuemado3.1_superficie,SitioQuemado,superficie,0,5.135,55833.5703,2147.3748,0,6.266,0,9.9237,198.8204,34.5955,806613.75,3964.7817,0,4.5469,4359.3135,99.5279,36.4559,4.2006,247.8764,43.3679,0,70.6021,0,198.3064,0,778.5294,125.0145,10.6959,82359.4375,287.3586,0,0,704.3784,170.2778,297.7418,38.2988,0,4528.8218,7019.2949,409.681,0,3.3913,22.1104,1.9132,0,166.1506,268.3359,20.6318,5569.3398,389.5443,41.8938,3.1471,0,115.6838,17.4331,2.2858,0,0,0,117.8426,0,18.3594,0,112.7469,0,2.9151,29239.0449,473.4526,0,12.6806,1176.6862,5.3434,0,0,9.392,2.0217,5017.8794,1039.3206,8.8982,4.0207,0,540.0643,31.4591,14.5225,235.481,3.6502,317.9572,11.7812,248.3996,4.3581
SitioQuemado3.1_superficie,SitioQuemado,superficie,0,4.4478,91591.1641,2323.1267,0,6.2074,0,9.7123,101.5176,28.9796,748009.1875,4221.7051,0,4.3375,5645.8091,105.654,37.9346,3.6013,0,94.268,0,70.0534,0,191.9723,0,685.8975,171.7892,10.7736,95291.7031,284.5107,0,0,1475.0315,198.7606,119.8383,31.9147,0,4943.3667,7569.2368,379.2397,0,3.2645,22.0795,1.8341,0,136.0846,285.4122,19.8709,5985.9819,400.3859,51.6435,3.0744,0,95.3369,21.209,2.2923,0,0,0,118.4165,0,18.144,0,121.7776,0,2.7645,34963.7344,489.0592,0,10.6454,1353.7997,5.3203,0,0,8.0997,1.8901,6347.0674,1043.0834,14.7647,4.0065,0,538.0513,0,26.509,268.5701,3.5867,388.9798,11.8378,275.4819,4.2553
SitioQuemado3.1_superficie,SitioQuemado,superficie,0,4.5383,81197.4844,2623.4907,0,6.3893,0,9.7937,171.3743,29.6946,759029,4842.0166,0,4.0279,5616.8828,112.1065,39.7133,3.675,132.6271,36.9667,0,72.3583,0,193.8036,0,812.9108,164.1106,10.7862,95144.5703,290.2639,0,0,946.3719,182.6085,213.9954,32.7283,0,5877.1626,8290.417,380.7146,0,3.2911,24.2573,1.8625,0,139.1014,306.518,20.3589,5905.3428,461.8374,56.6147,3.2078,0,97.9263,19.6073,2.2198,0,0,0,137.5511,0,16.3716,0,140.8239,0,2.7416,33117.5977,555.4503,0,11.0035,1375.4094,5.4255,0,0,9.061,1.8502,7277.8896,1189.9365,7.2196,3.931,0,627.8547,0,27.8401,268.6184,3.6294,402.0129,12.1639,283.2847,4.3542
Guerrero4.1_profundo,Guerrero,profundo,0,4.7351,67048.6719,2412.0725,0,6.5734,0,10.6844,148.5642,32.2864,781348.125,4627.7422,0,4.4614,5704.2466,119.4066,11.2704,3.6378,279.842,40.7935,0,74.4066,0,319.3779,0,778.5321,166.4426,11.6711,82843.9609,287.2775,0,0,796.1576,189.4166,299.9792,35.9449,0,5357.0459,4437.4077,388.3537,0,3.3883,22.1519,1.944,0,186.5993,240.6944,20.8349,5254.791,403.5188,45.0944,3.2295,0,136.8156,17.5937,2.1668,0,0,0,116.8988,0,14.7396,0,172.1034,0,2.9536,42856.8203,581.7364,0,11.9661,958.7104,4.8498,0,0,12.0933,2.0768,6681.5859,1223.1094,5.8898,3.6921,0,594.4773,0,34.0617,261.0283,3.8343,316.9693,11.8173,241.8906,4.1784
Guerrero4.1_profundo,Guerrero,profundo,0,5.1611,69655.7031,2385.9685,0,6.4779,0,9.9178,108.8795,34.0281,775139.75,4346.4746,0,3.8492,5812.6543,123.6274,14.2788,3.8912,241.2727,43.0478,0,69.8574,142.3885,96.7007,0,967.1518,184.4436,11.4628,86684.2266,279.1024,0,0,803.7457,192.7072,298.4411,38.0387,0,4857.1348,4795.0815,382.3037,0,3.2474,20.7965,1.8696,0,161.9435,250.5197,18.7848,5266.1313,404.0166,58.1595,3.3291,0,114.3304,18.9086,2.146,0,0,0,113.3892,0,16.7938,0,138.529,0,2.7417,42235.5859,580.8968,0,12.7305,1011.4757,4.7322,0,0,13.0483,1.9282,6378.855,1280.3472,9.4647,3.6554,0,684.8874,0,37.3589,277.5356,3.7534,328.4794,11.4028,250.1565,4.0493
Guerrero4.1_profundo,Guerrero,profundo,0,4.6935,66556.4141,2471.5317,0,6.4368,0,9.9169,155.5492,32.0862,783720.625,4485.8296,0,3.8565,5469.7637,119.8835,13.639,3.6418,279.9138,40.5123,0,72.6941,0,226.0092,0,1003.8625,158.7473,11.0989,83731.4219,279.0552,0,0,809.6581,192.8858,308.0213,35.7211,0,5068.6348,3763.1079,384.2454,0,3.2729,20.8438,1.872,0,152.2889,261.6849,20.3185,5194.4141,416.0461,51.4186,3.2547,0,167.6583,20.115,2.1509,0,0,0,118.0318,0,13.5748,0,133.6809,0,2.8002,41548.0742,604.5329,0,11.9355,978.4587,4.7218,0,0,15.2961,2.0017,5856.0264,1237.8611,6.9056,3.6081,256.584,185.185,0,44.0354,265.859,3.732,307.4258,11.2321,250.0536,4.0834
Guerrero4.1_profundo,Guerrero,profundo,0,4.9958,62391.8047,2409.9692,0,6.6313,0,10.149,127.0881,33.2879,790276.1875,4264.7705,0,4.3133,5246.6035,111.3283,9.4919,3.7378,202.6991,41.8869,0,72.6682,243.9273,99.0019,0,900.6176,149.8479,11.0531,83615.1094,281.9854,0,0,771.1258,179.994,266.3164,37.0284,0,4738.4487,4214.4233,385.8391,0,3.2812,21.0814,1.8995,0,158.1026,245.6339,19.4576,4902.5645,413.7269,52.3315,3.3222,0,110.83,20.6402,2.1777,0,0,0,123.8943,0,13.3974,0,125.2199,0,2.9406,39372.3594,593.2742,0,12.3951,975.7406,4.7969,0,0,11.0046,2.001,6061.0654,1158.7618,5.4123,3.631,0,596.3895,0,26.1635,264.1898,3.786,304.4712,11.3596,248.9026,4.1431
Guerrero4.1_profundo,Guerrero,profundo,0,4.9228,81727.1875,2400.0049,0,6.3161,0,9.5717,116.8497,32.0949,758268,4308.4561,0,3.9841,6105.1655,118.4246,10.826,3.633,116.413,40.1372,0,68.266,0,288.6874,0,792.813,184.866,11.5022,88169.4766,278.8376,0,0,777.6973,179.1112,241.3038,35.6707,0,4673.2534,4100.9272,376.9114,0,3.2208,21.3929,1.8404,0,151.8806,262.8745,20.3648,5768.3765,389.1101,52.5421,3.2204,0,106.5018,18.2877,2.0746,0,0,0,112.4517,0,17.2396,0,126.1025,0,2.7314,45953.3555,562.0263,0,11.9016,959.156,4.6196,0,0,13.2061,1.9555,6302.8564,1150.0912,6.2691,3.5189,0,583.7946,0,40.1121,257.7147,3.6323,323.2799,11.3437,242.0483,3.9806
Guerrero4.1_profundo,Guerrero,profundo,0,4.8462,70320.7656,2542.7654,0,6.631,0,10.6787,154.1149,32.2334,774175.125,4659.9214,0,4.375,5740.5854,121.1798,13.7586,3.6571,254.9231,40.6248,0,71.1918,0,228.7433,0,1029.5853,160.7154,11.3239,87806.4453,287.018,0,0,709.8265,183.9054,308.8492,35.89,0,5284.5542,3962.3181,387.4588,0,3.3543,23.4628,1.9375,0,153.0208,272.2417,20.9858,5494.688,424.1416,51.5587,3.2798,0,126.3526,20.3302,2.2094,0,0,0,122.9766,0,12.9764,0,136.2754,0,2.8722,42370.8242,607.4574,0,11.9054,1004.6101,4.8592,0,0,8.9603,1.9552,5977.9209,1257.663,7.4554,3.7127,303.5073,188.1046,0,41.6434,271.0197,3.8252,333.9285,11.8306,252.0321,4.1728
Guerrero4.1_profundo,Guerrero,profundo,0,4.4474,88049.2031,2834.8147,0,6.7379,0,10.1896,70.2808,29.3002,743328.375,6726.0908,0,4.0882,6657.3062,124.1467,16.2973,3.3969,137.0743,36.9096,0,67.7062,0,298.827,0,977.6658,193.7042,11.6398,96374.9141,300.6677,0,0,864.9299,183.3425,228.3293,32.7081,0,9152.1191,4279.8867,381.837,0,4.7955,24.5871,1.9225,0,139.3266,296.1601,21.1534,5280.1509,406.1446,60.9391,3.3558,0,97.5235,18.357,2.1296,0,0,0,118.7437,0,12.6447,0,131.4656,0,2.7442,43713.3633,588.2812,0,10.9685,1065.4515,4.9128,0,0,11.1145,1.9306,6225.9702,1195.2635,7.4566,3.6661,281.5653,179.2274,0,35.0549,290.8919,3.8456,372.2936,12.0265,257.0452,4.1258
Guerrero4.1_profundo,Guerrero,profundo,0,4.5114,90800.2891,2464.1602,0,6.633,0,9.816,96.5351,29.8386,739617.625,4477.0835,0,4.0562,6395.604,129.4521,11.9896,3.3937,88.9111,37.3191,0,66.8046,0,235.2325,0,890.2059,185.2805,11.4739,96632.5312,293.7474,0,0,898.3698,195.1721,199.6751,33.1178,0,5075.9727,4358.3286,381.8454,0,3.2984,21.7582,1.8956,0,141.0714,307.4949,21.2098,5606.4551,394.6133,54.7658,3.245,0,98.7966,22.1089,2.2115,0,0,0,113.829,0,12.1117,0,139.6447,0,2.7723,45998.8867,581.3174,0,11.0332,1063.6597,4.8633,0,0,13.2841,1.9804,6650.9253,1270.7509,9.4961,3.7067,0,657.9725,35.7918,14.2495,288.6941,3.8228,382.9853,12.1759,258.5551,4.1227
Guerrero4.1_profundo,Guerrero,profundo,0,4.7397,78719.2891,2945.1704,0,6.3374,0,9.557,113.8345,31.3215,761785.1875,5307.5562,0,4.0877,5988.2231,119.8487,10.3353,3.5327,203.6024,39.4759,0,83.2414,0,213.4007,0,897.9135,168.6778,10.8239,86782.4375,270.201,0,0,854.985,186.3663,268.0686,34.9029,0,6112.978,4048.3892,364.734,0,3.3972,19.4627,1.7916,0,148.6238,267.2142,19.6213,5936.9863,491.5828,58.9533,3.2339,0,104.2667,19.3356,2.0585,0,0,0,134.9333,0,14.9162,0,132.9502,0,2.6608,46116.8203,694.7258,0,11.6635,1005.5518,4.5887,0,0,9.0408,1.8446,6765.5586,1225.9559,6.863,3.4863,0,648.6201,0,31.8336,273.0302,3.621,327.4345,11.0563,250.717,3.9314
Guerrero4.1_profundo,Guerrero,profundo,0,4.5557,97765.9297,2179.4802,0,6.8697,0,9.968,106.1824,28.9078,727745.5625,4074.6147,0,4.2267,6092.5815,129.6172,16.0126,3.331,122.5484,36.2235,0,55.1172,0,308.7896,0,940.5915,197.4495,11.9325,100448.1328,307.3915,0,0,965.507,203.7956,201.4103,32.0615,0,4549.9326,4865.9072,381.2779,0,3.4169,23.048,1.9722,0,136.655,331.9949,22.2546,5905.9155,352.7573,61.3004,3.4218,0,95.9357,21.6364,2.276,0,0,0,96.7309,0,18.144,0,144.7494,0,2.8655,46066.5,518.457,0,10.7531,1139.0037,5.1303,0,0,10.324,1.965,6915.6753,1325.83,9.8233,3.8681,0,715.8773,0,37.8508,306.7838,4.0052,398.088,12.5863,282.6894,4.3604
Avila1.2_superficie,Avila,superficie,0,5.2846,73167.9375,2337.9299,0,12.8407,0,11.6175,274.114,35.3226,776080.1875,4249.1079,0,5.045,5332.7681,124.6628,21.027,4.0361,308.5858,44.1865,0,64.0526,0,213.1259,0,1106.7202,135.5686,11.151,96503.7734,312.3808,0,0,374.34,173.3123,360.3583,39.0183,0,4418.7324,3885.075,418.9883,0,3.7988,25.9228,2.1665,0,235.1083,267.1519,21.7674,7778.6743,440.1634,287.0565,6.8721,145.2371,58.4947,5.0823,2.5531,0,0,0,122.1793,0,14.0902,0,154.7248,0,3.275,23876.8027,412.6635,0,12.9702,2025.9062,7.1372,0,0,11.5124,2.4763,7846.3618,1455.0173,14.2624,5.1487,316.5714,218.8086,0,29.4627,309.1383,4.2888,345.5829,12.4188,300.99,5.2866
Avila1.2_superficie,Avila,superficie,0,4.7871,85497.6094,2726.3232,0,7.15,0,10.4298,260.6666,32.7262,762715.3125,4894.2368,0,4.7175,5576.6489,125.2521,19.5777,3.7373,278.9389,40.8674,0,70.6199,0,246.3962,0,948.2646,146.5545,11.0936,95950.9375,305.5613,0,0,330.8235,165.0502,314.9743,36.0531,0,5292.5483,3801.5276,417.4449,0,3.7119,28.1642,2.1218,0,177.0644,259.5819,21.3432,8223.1582,497.8793,61.6589,3.5917,0,156.0712,9.2309,2.4809,0,0,0,136.0773,0,13.0242,0,154.5033,0,2.9354,24989.3984,462.176,0,12.0141,2075.7141,7.0376,0,0,11.4573,2.1726,8452.6797,1451.2817,7.4208,4.9339,0,709.7723,33.2666,14.4849,313.3689,4.1508,332.1344,11.8984,309.1914,5.2054
Avila1.2_superficie,Avila,superficie,0,5.013,78085.4453,2410.3044,0,7.132,0,11.0876,227.1133,34.3337,772297.875,4233.2241,0,4.8935,5511.6235,124.0503,18.2804,3.9124,228.5478,42.8654,0,66.2121,0,307.5334,0,1056.2856,145.7872,11.1654,96202.0234,307.6929,0,0,318.9951,163.5277,280.7562,37.8476,0,4351.2075,4601.4189,412.607,0,3.7701,25.8924,2.1372,0,161.5333,272.9182,21.8683,7420.4976,445.4608,58.4065,3.5463,0,113.1831,5.3662,2.5096,0,0,0,124.0806,0,13.6975,0,151.6028,0,3.0429,23375.2559,418.1371,0,12.5694,2051.1799,7.0314,0,0,10.0315,2.1756,7566.9922,1414.103,14.4728,5.0641,310.2914,212.1357,0,45.6959,321.8095,4.22,338.2843,12.0585,310.6833,5.2239
