Sample,Deposit_group,Depth,Ag,Ag.2.Sigma,Al,Al.2.Sigma,As,As.2.Sigma,Au,Au.2.Sigma,Ba,Ba.2.Sigma,Bal,Bal.2.Sigma,Bi,Bi.2.Sigma,Ca,Ca.2.Sigma,Cd,Cd.2.Sigma,Ce,Ce.2.Sigma,Cl,Cl.2.Sigma,Co,Co.2.Sigma,Cr,Cr.2.Sigma,Cu,Cu.2.Sigma,Fe,Fe.2.Sigma,Hf,Hf.2.Sigma,K,K.2.Sigma,La,La.2.Sigma,Mg,Mg.2.Sigma,Mn,Mn.2.Sigma,Mo,Mo.2.Sigma,Nb,Nb.2.Sigma,Nd,Nd.2.Sigma,Ni,Ni.2.Sigma,P,P.2.Sigma,Pb,Pb.2.Sigma,Pr,Pr.2.Sigma,Rb,Rb.2.Sigma,Re,Re.2.Sigma,S,S.2.Sigma,Sb,Sb.2.Sigma,Sc,Sc.2.Sigma,Se,Se.2.Sigma,Si,Si.2.Sigma,Sn,Sn.2.Sigma,Sr,Sr.2.Sigma,Ta,Ta.2.Sigma,Th,Th.2.Sigma,Ti,Ti.2.Sigma,U,U.2.Sigma,V,V.2.Sigma,W,W.2.Sigma,Y,Y.2.Sigma,Zn,Zn.2.Sigma,Zr,Zr.2.Sigma
AguasNegras16.1_profundo,AguasNegras,profundo,0,4.3087,60974.6758,2051.5374,0,5.1828,0,9.0064,0,54.508,803365,3855.7925,0,3.6813,1689.1603,62.7675,16.1482,3.224,0,89.1339,0,67.4764,155.3881,86.3519,0,792.0825,143.5328,9.597,79578.5703,254.7426,0,0,916.9215,172.5774,107.5913,30.4962,0,4866.1274,4844.5186,354.693,0,2.9246,19.6958,1.662,0,126.5268,231.1057,16.6528,3631.3918,346.3481,37.1447,2.5813,0,85.7818,12.8633,1.6477,0,0,0,103.0189,0,17.3086,0,107.0169,0,2.5083,36856.0586,558.4583,0,10.2815,471.9722,2.9897,0,0,9.8471,1.671,5809.6411,1062.0249,9.768,2.6796,231.5197,159.1325,0,34.1614,265.4535,3.3505,366.377,10.9797,255.6185,3.3558
AguasNegras16.1_profundo,AguasNegras,profundo,0,4.2406,58265.4375,1988.8759,0,5.576,0,8.9886,0,56.5947,817211.4375,3955.3384,0,3.8819,1646.4125,59.5054,16.2058,3.3665,0,71.1989,0,70.2783,270.5231,88.4696,0,780.4172,140.0249,9.9623,73105.4922,258.8694,0,0,888.0854,165.1846,55.4689,31.5808,0,5209.2744,4737.1304,365.1884,0,3.0538,19.8745,1.7139,0,131.1196,215.6347,17.2561,3123.3162,330.2889,41.3405,2.7643,0,88.9588,15.2509,1.7415,0,0,0,100.4169,0,16.8872,0,99.8115,0,2.513,33499.1094,533.1667,0,10.6099,430.6784,2.9935,0,0,5.7683,1.6395,5190.1968,993.2995,9.2139,2.7283,248.9655,148.8421,31.4877,12.8234,249.1594,3.4099,327.7937,10.9554,255.9771,3.4792
AguasNegras16.1_profundo,AguasNegras,profundo,0,4.5313,47236.6719,1581.6018,0,5.178,0,8.3306,0,58.714,833713.125,3089.3257,0,3.507,1476.9666,57.2895,21.2819,3.5374,0,115.7491,0,58.3879,185.246,85.9964,0,721.3195,120.2228,9.4066,69732.8594,250.2915,0,0,747.9422,159.3858,125.2241,32.8368,0,3874.2786,4013.1516,358.7533,0,3.4888,18.7937,1.6641,0,136.2843,203.4846,16.6763,3350.8684,284.4002,34.0066,2.5899,0,92.3196,11.9464,1.6394,0,0,0,87.3195,0,18.9825,0,98.2459,0,2.3685,32444.1406,459.6831,0,11.0205,407.679,2.8822,0,0,9.1332,1.6285,5111.001,982.1414,8.705,2.6473,246.5121,147.1595,0,29.4907,236.677,3.2874,307.4142,10.5277,236.934,3.3277
AguasNegras16.1_profundo,AguasNegras,profundo,0,4.3094,51171.1797,1604.524,0,5.4079,0,9.3496,0,58.291,825242.8125,3231.302,0,3.9232,1624.1079,63.0012,12.3831,3.4016,0,98.8582,0,57.0031,230.8368,88.7507,0,872.9305,112.1146,9.3582,72544.6094,258.1839,0,0,739.9742,167.7629,123.4079,32.6387,0,4032.1338,4110.4268,367.2609,0,3.0652,18.1348,1.7126,0,135.5232,190.251,16.8231,3145.5237,277.0753,36.2166,2.6914,0,91.9722,11.4679,1.6924,0,0,0,83.7543,0,12.1148,0,107.7845,0,2.6764,33981.8281,455.6664,0,10.9962,452.3472,3.0848,0,0,6.5504,1.6691,5099.8145,1078.2,9.2284,2.7796,295.1151,161.5673,22.4315,12.5569,251.9557,3.4435,322.0801,10.937,245.1533,3.4632
AguasNegras16.1_profundo,AguasNegras,profundo,0,4.6787,49409.7422,1731.165,0,5.4226,0,8.9704,0,62.3515,826468.75,3471.5203,0,4.0843,1578.6316,59.0777,18.0025,3.7131,0,78.6697,0,63.2541,0,266.5399,0,730.3773,119.6627,9.8729,75767,268.9296,0,0,788.8835,164.0267,61.611,34.7719,0,4376.5542,3435.9629,385.3521,0,3.1109,20.6046,1.7659,0,144.5277,214.4533,18.7531,3354.1152,299.1091,34.5037,2.7267,0,98.1295,11.7898,1.7509,0,0,0,92.2124,0,12.9029,0,102.1698,0,2.4984,32084.9141,467.166,0,11.6358,468.4685,3.227,0,0,6.4035,1.7248,5350.9272,1020.4268,8.983,2.877,0,529.7606,0,30.4481,238.2088,3.4525,311.9417,11.0821,246.4543,3.5822
AguasNegras16.1_profundo,AguasNegras,profundo,0,4.4436,47939.2656,1698.9468,0,5.0534,0,8.6478,0,57.2197,833600,3451.5776,0,3.5698,1469.649,57.6311,11.7116,3.3386,0,72.1621,0,62.8901,114.4546,84.767,0,713.7999,112.2838,9.101,69677.1953,247.3544,0,0,718.0665,160.3083,95.4029,31.9906,0,4533.9731,4348.1577,346.1539,0,4.4436,19.1731,1.6538,0,132.9868,191.5858,16.1169,2946.3452,298.9204,32.6288,2.5325,0,90.0757,13.7393,1.6323,0,0,0,90.5497,0,18.647,0,118.7059,0,2.4472,31960.3965,484.61,0,10.7591,419.7811,2.8945,0,0,8.316,1.6121,5300.0552,1012.705,6.4348,2.5782,205.8976,151.443,0,30.6774,241.3942,3.286,316.6377,10.5582,251.3688,3.3765
AguasNegras16.1_profundo,AguasNegras,profundo,0,4.4303,56240.9297,1687.9536,0,5.2608,0,8.7505,0,56.3671,817657.0625,3197.7778,0,3.5638,1661.1316,62.0303,14.6619,3.3421,0,71.3913,0,60.8108,164.9818,88.5638,0,757.4618,124.7605,9.6276,73410.3516,257.9459,0,0,850.5922,170.4879,78.866,31.6074,0,3857.1589,4919.8545,363.6792,0,3.0222,19.2445,1.6967,0,131.0968,199.3676,16.8127,3631.0166,297.4498,32.8411,2.5866,0,88.8737,13.1597,1.7164,0,0,0,83.9066,0,18.2416,0,103.184,0,2.397,34173.6992,463.9025,0,10.5019,410.5068,2.9333,0,0,8.2418,1.6255,5323.4492,1026.698,10.6461,2.7444,222.7224,154.1475,0,36.7346,236.1236,3.333,352.9406,11.361,242.8109,3.4085
AguasNegras11.1_profundo,AguasNegras,profundo,0,4.3515,87040.5312,1946.8409,4.8736,3.0686,0,9.0456,0,57.3151,763941.4375,3620.9958,0,3.6779,3176.8479,85.1969,24.0046,3.502,0,86.4429,0,58.0075,203.4793,86.8912,372.8721,260.3374,251.3145,11.886,78260.2578,257.7314,0,0,1340.999,198.9531,178.6872,32.4604,0,4337.0347,3478.8728,353.3974,0,3.763,19.1562,1.8139,0,134.0789,338.6768,18.7607,3419.6733,288.8054,49.4998,2.8611,0,90.4598,16.0026,1.7391,0,0,0,89.5303,8.1369,6.0641,0,116.0312,0,2.5303,50715.3398,550.9269,0,10.8335,432.0015,2.9006,0,0,11.6768,1.7425,5231.9717,1119.6848,12.2001,2.7238,328.7383,168.2891,0,44.7693,367.0181,3.9528,511.3246,12.9791,264.4289,3.4121
AguasNegras11.1_profundo,AguasNegras,profundo,0,4.3682,54290.9297,1828.2579,0,5.8208,0,8.5233,0,56.3803,824316.375,3467.55,0,3.8193,2720.3491,82.4842,26.8769,3.4383,156.0308,35.9285,0,65.15,195.9423,83.3543,0,872.8402,201.2447,11.0713,65823.0469,243.9468,0,0,970.035,187.1892,320.2063,32.0376,0,4290.3223,2794.9199,353.2696,0,4.5401,19.0012,1.7354,0,132.3927,238.4285,17.1259,2823.625,296.221,42.0317,2.769,0,89.4506,16.003,1.6629,0,0,0,94.8825,0,15.1327,0,110.2372,0,2.5354,38998.1328,548.7593,0,10.598,382.0714,2.7595,0,0,12.8654,1.809,4371.5352,1071.2299,6.7223,2.5321,277.0561,160.8123,33.1923,13.0868,303.6665,3.6495,411.9038,11.932,247.8206,3.3263
AguasNegras11.1_profundo,AguasNegras,profundo,0,4.5158,52259.9219,1870.3043,0,5.5637,0,8.9816,0,58.889,830098.875,3596.4871,0,3.5334,2744.1558,74.8027,22.4154,3.534,170.4441,37.5094,0,63.818,120.9318,81.5912,0,708.1648,174.7842,10.5913,61987.5703,238.2194,0,0,1058.4794,174.628,352.8426,33.5037,0,4545.0742,2919.7412,348.1696,0,4.1965,18.7317,1.7373,0,138.2983,255.0916,17.3207,2646.584,297.6001,41.2856,2.7468,0,93.5757,14.053,1.5979,0,0,0,97.3412,13.2506,6.1965,0,98.1263,0,2.5127,39071.3086,555.9845,0,11.1391,368.3815,2.7148,0,0,11.7251,1.7104,4478.2661,951.0759,4.9809,2.4656,226.9978,142.8217,0,25.6486,308.8904,3.6796,387.871,11.6191,242.4612,3.2901
AguasNegras11.1_profundo,AguasNegras,profundo,0,4.4531,43021.418,1412.0105,0,5.9618,0,8.5628,0,58.2562,847468.875,2783.7422,0,3.7227,2474.8967,66.8567,22.0226,3.5032,0,117.774,0,55.0399,137.3888,84.4579,301.2274,192.5493,183.3131,11.0218,63997.4062,247.1096,0,0,825.3834,151.4488,254.6216,33.0034,0,3571.1079,2434.8792,363.1831,0,3.6385,20.337,1.805,0,135.9916,259.5316,17.8666,2118.4153,232.5055,43.465,2.8557,0,91.9196,14.4829,1.6671,0,0,0,80.0821,0,18.2468,0,86.2119,0,2.5271,31422.209,431.908,0,10.9118,376.6232,2.81,0,0,11.0718,1.7589,3389.7153,838.4188,6.3591,2.5773,257.4232,125.649,0,43.1235,314.0351,3.7989,396.8159,12.0272,248.1141,3.4054
AguasNegras11.1_profundo,AguasNegras,profundo,0,4.198,50427.3594,1536.8542,0,6.8227,0,9.0243,0,55.4602,831035.375,3613.0061,0,3.8235,2477.574,67.371,24.9437,3.3673,104.013,35.2563,0,53.2469,144.0444,83.1214,0,665.3683,202.9445,10.9475,69352.7344,244.8152,0,0,916.9005,155.4398,306.821,31.5438,0,5203.1694,3490.6414,341.8553,2.1026,1.5031,19.0483,1.7438,0,129.8852,277.1779,17.4982,2564.0063,245.1185,43.8229,2.7525,0,87.7355,15.7986,1.6528,0,0,0,77.9287,16.0318,5.8822,0,87.4875,0,2.5186,32659.6445,440.4917,0,10.4196,391.9821,2.7529,0,0,12.2892,1.7839,3738.2593,845.0507,7.5662,2.5354,215.9923,126.7021,0,40.0468,326.6857,3.7216,432.015,11.9878,264.425,3.3666
AguasNegras11.1_profundo,AguasNegras,profundo,0,4.2927,59885.2539,1835.3644,0,9.1214,0,8.5815,0,55.6807,813968.5625,3550.9236,0,3.8582,2763.6289,68.6784,21.5667,3.357,0,101.0178,0,62.8767,0,241.7395,276.0268,189.6825,200.427,11.4097,67923.1719,251.9925,0,0,1039.8158,156.9027,216.7461,31.5259,0,4565.6484,3935.7607,355.7598,2.25,1.5534,19.3106,1.8302,0,130.1734,300.0866,19.3619,2560.1025,288.3465,40.4277,2.8039,0,87.9103,13.602,1.7002,0,0,0,94.795,0,19.0331,0,85.7476,0,2.6251,41427.9922,539.8646,0,10.4573,373.7962,2.8045,0,0,12.4049,1.8258,3759.6936,823.4612,9.7481,2.6741,228.6391,123.008,0,43.2135,331.4736,3.9023,440.3305,12.6183,249.1477,3.4168
AguasNegras11.1_profundo,AguasNegras,profundo,0,4.6589,38706.457,1718.681,0,5.7739,0,10.9597,0,79.5923,853277.375,3538.0962,0,3.8286,2454.1672,73.1535,13.7551,3.601,265.3199,39.8045,0,67.0296,152.1248,83.1146,0,771.312,166.9061,10.758,59715.4922,242.4617,0,0,770.6836,166.2281,420.9055,35.4595,0,4686.834,2569.8701,355.5363,0,3.2288,20.8547,1.7808,0,234.6314,235.1174,17.5381,2482.7073,291.0173,40.3496,2.8239,0,156.8949,13.5224,1.6709,0,0,0,97.9005,13.615,6.5063,0,99.0197,0,2.5664,32905.9492,527.5958,0,11.7975,363.0926,2.7763,0,0,13.5222,1.8543,4228.5049,969.2548,7.2503,2.6022,266.5247,145.6099,0,39.6805,286.4681,3.6587,367.7765,11.7008,241.6976,3.3816
AguasNegras11.1_profundo,AguasNegras,profundo,0,4.729,39632.8125,1800.1808,0,5.9104,0,9.9976,0,63.2055,855725.25,3862.7607,0,4.1979,2165.9922,70.1417,19.9736,3.7446,220.3638,40.3453,0,70.9968,140.8771,87.2931,0,698.093,150.891,11.1398,56490.2812,253.9728,0,0,782.6998,168.8271,426.3452,36.0824,0,5159.9868,2270.2788,375.9097,0,3.1799,17.9952,1.8357,0,148.6899,211.7156,18.24,2375.6343,297.0589,34.2685,2.8588,0,120.8438,11.2817,1.7236,0,0,0,99.9805,13.7488,6.6334,0,95.4279,0,2.7943,34215.4492,536.3869,0,11.92,318.0648,2.7875,0,0,8.5001,1.8393,3723.5442,936.3723,8.006,2.724,194.5401,139.9805,29.314,13.9572,262.3337,3.7535,323.455,11.8339,226.4221,3.4851
AguasNegras11.1_profundo,AguasNegras,profundo,0,4.3924,55222.543,1967.9559,0,7.7712,0,8.594,0,58.1949,824737.5625,3776.5208,0,3.4953,2691.3394,71.8592,26.2,3.5529,74.4728,36.9807,0,66.0776,197.9293,81.5704,0,686.5692,188.657,10.6422,65240.4766,238.0322,0,0,934.118,161.2536,232.6408,32.9394,0,4887.2822,2917.8665,342.3342,0,3.941,18.9174,1.7529,0,136.1393,255.2816,17.1253,2606.7922,302.6072,39.2368,2.649,0,92.1998,16.0516,1.6726,0,0,0,101.1591,0,15.8961,0,96.0776,0,2.3928,38850.4414,578.9816,0,10.9236,384.9508,2.7202,0,0,13.2077,1.7257,4110.9443,895.3162,9.3706,2.5678,221.5182,133.9348,24.0608,12.6537,336.9595,3.7617,400.6447,11.5623,247.7784,3.2685
AguasNegras11.1_profundo,AguasNegras,profundo,0,4.3379,61989.2109,1970.2849,0,7.1029,0,9.054,0,55.9629,809040.8125,3890.479,0,3.9068,3335.1865,80.5449,28.4259,3.4523,0,110.3111,0,63.7513,204.0812,88.551,361.1975,220.6466,219.6467,11.9066,70844.2812,258.3743,0,0,1113.3912,171.9415,251.7208,31.7633,0,5108.0044,3078.5122,355.1526,2.6008,1.6022,18.1513,1.874,0,130.7751,298.709,18.9936,3060.9028,311.2627,47.3211,2.9836,0,88.364,15.3158,1.773,0,0,0,100.2612,0,17.3658,0,100.0633,0,2.6065,40216.7617,567.5828,0,10.6098,415.784,2.9912,0,0,13.6864,1.8962,4022.1697,956.3139,9.5368,2.7691,310.9543,143.292,31.941,13.9677,352.8028,4.0741,449.2545,12.886,267.5688,3.5904
AguasNegras8.1_profundo,AguasNegras,profundo,0,4.8381,48525.5391,1774.502,0,6.114,0,9.5014,63.8548,32.5861,801465.625,3906.8884,0,4.0119,2288.24,71.5374,0,9.4888,176.2681,41.2091,0,63.7222,197.2855,96.3856,370.7422,261.4404,201.362,12.0034,85108.7031,278.0352,0,0,948.963,177.3149,262.4557,36.5106,0,5220.7148,4485.0547,386.2791,0,4.9016,20.8703,1.9665,0,155.1265,392.9515,21.5051,5196.479,370.4159,48.0435,3.085,0,108.528,14.4259,2.0478,0,0,0,100.1713,0,18.3393,0,113.9239,0,2.6759,42208.9844,531.5018,0,12.265,967.147,4.642,0,0,6.1818,1.748,5628.1304,1119.8444,8.9279,3.5949,341.3499,168.6913,0,46.31,346.0754,4.1551,457.5959,13.2975,268.7556,4.1068
AguasNegras8.1_profundo,AguasNegras,profundo,0,4.2879,46416.1016,1964.0017,0,5.8653,0,9.4337,0,78.7696,805645,3970.9009,0,3.8606,1756.4646,58.4014,7.0026,3.2201,83.7584,35.8869,0,66.5457,372.7932,96.0302,0,734.6017,207.5527,11.7909,87220.2109,278.0348,0,0,970.8196,161.4423,212.0327,31.8876,0,5368.9883,1970.4503,387.9262,0,3.9415,20.0058,1.9578,0,131.9532,297.28,19.7113,4184.5425,390.5905,44.6448,2.9581,0,89.5276,16.7091,2.0396,0,0,0,108.5769,0,14.9684,0,106.8866,0,2.5786,43369.5117,632.2665,0,10.6935,952.2765,4.5381,0,0,7.3688,1.7352,4895.4204,925.9139,8.2762,3.5062,221.838,138.3732,0,42.1206,369.1383,4.217,463.391,13.155,287.4623,4.1174
AguasNegras8.1_profundo,AguasNegras,profundo,0,4.6272,49853.5234,1725.7981,0,6.2655,0,10.0357,53.7359,31.0838,798352.5,3537.7974,0,4.0588,2413.99,78.6257,0,7.3972,158.6872,39.2985,0,57.4889,155.3602,100.1313,0,867.8761,182.0891,11.608,93067,294.9929,0,0,1007.5598,191.9714,240.9358,34.7968,0,4385.1846,1600.7953,403.9557,0,3.4637,20.0946,2.0734,0,147.8365,287.3161,19.85,5446.7778,369.8432,48.4816,3.1619,0,103.6619,9.9072,2.1336,0,0,0,95.6465,10.6476,6.4332,0,152.2844,0,2.8191,38095.0469,500.7276,0,11.5827,1087.464,4.9903,0,0,8.7185,1.8534,6758.3198,1209.7268,15.2893,3.9332,0,628.0951,0,48.0915,394.2329,4.4786,433.6246,13.1231,297.9397,4.3883
AguasNegras8.1_profundo,AguasNegras,profundo,0,4.5775,43802.8281,1778.7306,0,5.587,7.8759,5.3347,0,100.0068,816953.5625,3664.5437,0,4.1154,1796.79,62.3215,0,8.332,110.5512,38.9507,0,64.7254,243.1422,94.0206,0,777.4903,182.0311,11.4257,79110.7812,271.3297,0,0,972.9922,171.7957,230.5223,34.5866,0,4781.0791,1998.0797,390.4325,0,3.2885,19.1688,1.9455,0,143.724,284.1481,19.4495,4170.5674,362.9939,36.2209,2.8089,0,96.9859,12.7488,2.0439,0,0,0,102.3455,10.7949,6.4334,0,111.2805,0,2.7814,42451.6758,570.489,0,11.6281,880.5404,4.4103,0,0,7.6893,1.803,5429.4238,1015.9119,13.8326,3.5891,246.3445,152.1029,0,42.8686,345.5241,4.1263,415.4305,12.6808,266.7194,4.0157
AguasNegras8.1_profundo,AguasNegras,profundo,0,4.6334,40196.7852,1819.9453,0,5.9443,0,9.8626,0,70.9137,821126.125,3499.0684,0,4.1388,1706.0541,58.761,0,6.8564,131.3825,39.9588,0,69.4901,253.2869,97.8943,0,747.891,170.7927,11.3489,85403.3125,280.1489,0,0,784.4341,157.1307,245.0307,35.4309,0,4386.7861,1270.2124,390.8206,0,3.4118,20.9696,2.0362,0,146.7935,242.0007,19.1164,4242.7837,377.1194,37.4355,2.9157,0,99.4132,7.6912,2.097,0,0,0,105.4141,0,12.9742,0,95.7936,0,2.7535,36986.2422,556.7996,0,11.8964,1012.5685,4.8108,0,0,7.9503,1.8313,4844.0415,949.4352,17.8989,3.9013,230.4625,141.9739,32.8275,14.1761,361.9486,4.2942,379.9742,12.3848,287.8611,4.2868
AguasNegras8.1_profundo,AguasNegras,profundo,0,4.5731,47055.1445,1929.4333,0,6.2032,0,10.0151,0,64.9275,801578.5,4089.8235,0,4.1284,1906.5447,68.4006,0,6.795,118.1667,38.6236,0,68.6169,350.1743,102.7778,0,879.1862,200.0899,12.4748,87848.6172,295.6342,0,0,987.1921,183.8466,223.4715,34.2435,0,5395.0591,2693.4758,410.2982,0,3.5488,22.2217,2.1109,0,142.3593,303.23,21.205,4236.6528,377.4967,38.1154,3.0615,0,96.0728,13.5853,2.2061,0,0,0,107.9412,0,19.6662,0,112.5,0,2.8931,44644.043,600.6026,0,11.5037,982.6529,4.9192,0,0,12.591,2.0093,5351.3574,1108.2747,13.4424,3.9077,280.0341,165.9345,0,42.9396,358.9847,4.4431,499.4653,14.5516,282.2669,4.4018
AguasNegras8.1_profundo,AguasNegras,profundo,0,4.4104,35926.8242,1615.1964,0,4.8206,0,9.5278,0,72.0264,850578.375,3405.665,0,3.9465,1138.5902,47.1339,0,8.5666,0,117.9326,0,66.9174,141.8441,83.3729,0,521.5419,155.3131,10.4018,61988.4492,241.749,0,0,661.653,142.5415,192.2994,33.1029,0,4668.4214,2309.3018,353.0531,0,3.4606,19.1068,1.7626,0,136.674,232.3323,17.3438,3089.3743,320.1292,23.0463,2.3581,0,92.632,13.5259,1.7461,0,0,0,103.213,0,16.0454,0,74.2167,0,2.5508,38688.8711,553.9275,0,11.0783,569.7623,3.4289,0,0,5.7301,1.641,3345.3071,740.7396,6.8728,2.8758,0,379.4413,28.3627,13.1227,290.2325,3.65,364.5861,11.5532,230.228,3.4528
AguasNegras8.1_profundo,AguasNegras,profundo,0,4.518,54890.1172,2003.4788,0,5.5955,0,10.1523,0,59.6946,797013.75,4154.9956,0,4.0154,1843.9266,61.3885,0,10.5602,77.2899,37.6877,0,69.5275,192.5603,95.0253,0,738.1151,208.4324,11.9961,82012.25,275.3047,0,0,980.9677,165.7884,178.7161,33.408,0,5554.9976,2942.6543,379.2386,0,3.8494,22.1902,1.9863,0,138.7185,307.1575,19.8141,4716.0586,394.8773,40.0737,2.917,0,94.119,15.8343,2.0843,0,0,0,110.6435,0,13.7687,0,97.5483,0,2.7595,47330.207,619.5854,0,11.2048,911.6921,4.5076,0,0,9.6677,1.8503,4995.7432,960.2666,11.7697,3.5882,198.0854,143.3125,0,34.7377,350.9777,4.1774,469.9427,13.4481,279.8978,4.1164
AguasNegras8.1_profundo,AguasNegras,profundo,0,4.5269,43634.9062,1850.7507,0,5.7386,0,9.5485,54.1983,30.2364,809545.3125,3525.5376,0,4.3932,1783.6121,63.5062,0,9.5556,169.574,38.2585,0,67.3048,185.2148,98.155,0,817.1879,204.8114,12.1114,87054.7031,283.328,0,0,857.5558,169.7637,259.0887,33.9093,0,4323.6099,1950.1835,397.7326,0,3.3883,19.4828,1.9954,0,144.5121,298.4402,20.0667,4185.7725,376.2504,30.9395,2.7573,0,101.1769,12.8446,2.0805,0,0,0,107.408,10.5363,6.2646,0,104.8487,0,2.7522,42339.1289,586.0909,0,11.1635,957.5194,4.6752,0,0,7.5664,1.8783,5116.9077,1037.9634,11.8457,3.6947,234.0069,154.6897,0,42.956,354.8155,4.251,444.7399,13.2901,276.2985,4.188
AguasNegras8.1_profundo,AguasNegras,profundo,0,4.5997,38355.9844,1753.1284,0,5.9079,0,8.9796,0,72.7709,824988.625,3492.9773,0,4.2257,1661.3212,61.4175,0,6.8731,106.3231,39.5324,0,68.3508,167.8738,94.9967,0,726.9259,181.1995,11.3232,83632.9766,274.0811,0,0,885.7187,171.9243,211.6617,35.036,0,4467.8838,1842.7965,392.9701,0,3.3389,19.1433,1.9354,0,145.6786,238.5982,18.4667,4064.4756,363.4341,41.1806,2.9136,0,98.5292,12.021,2.0838,0,0,0,105.8081,0,14.8561,0,99.5892,0,2.4824,36708.957,543.2341,0,11.8091,954.3856,4.5725,0,0,4.7319,1.7445,4702.9199,986.4017,16.6662,3.7221,202.632,146.9831,0,37.8186,337.0275,4.0674,389.1982,12.2512,273.6039,4.0857
AguasNegras16.2_profundo,AguasNegras,profundo,0,4.3833,44037.1367,1750.8152,0,4.8086,0,8.2598,0,57.1612,845076.0625,3266.3145,0,3.9959,2111.2861,66.2832,26.5898,3.4961,71.5391,36.212,0,63.5038,0,269.7709,0,598.0677,116.7115,9.23,63910.4922,240.6852,0,0,714.1874,154.9424,153.4517,32.0474,0,4102.7183,3865.4795,350.8688,0,2.8492,18.4089,1.6667,0,133.0983,225.6356,17.416,2067.7803,266.0986,29.3453,2.4444,0,90.3809,13.0284,1.5659,0,0,0,91.4047,0,13.8799,0,92.4633,0,2.4015,31897.2773,513.6691,0,10.8604,375.3846,2.7209,0,0,6.6075,1.6611,4485.9644,903.6916,4.8881,2.4494,0,445.0273,0,39.227,269.5832,3.4275,292.046,10.1338,231.0933,3.2113
AguasNegras16.2_profundo,AguasNegras,profundo,0,4.5188,44859.1953,1598.3575,0,5.0362,0,8.6578,0,60.0803,843831.375,2922.2268,0,3.7232,2103.0796,66.261,21.2144,3.6137,0,122.9852,0,56.499,0,260.6386,0,667.0308,118.6489,9.5063,64220.3086,246.5626,0,0,694.8217,154.1299,138.4858,33.6936,0,3495.9819,3833.6838,360.8229,0,2.8978,19.18,1.7205,0,139.7054,228.1435,17.8807,1981.9464,238.5151,30.8624,2.5542,0,94.7013,13.4864,1.6122,0,0,0,83.2563,0,12.5294,0,92.127,0,2.5822,32373.752,470.5919,0,11.3124,367.8521,2.7607,0,0,8.6561,1.6683,4171.7837,900.1135,5.0577,2.5047,191.835,134.4532,0,32.1262,272.8874,3.5328,277.0805,10.1377,236.6333,3.3148
AguasNegras16.2_profundo,AguasNegras,profundo,0,4.4602,34387.125,1478.7732,0,4.9902,0,9.0884,0,58.9112,864521.6875,2817.886,0,3.7263,1885.1213,59.5585,21.3312,3.5647,0,74.43,0,58.3012,0,270.1424,0,511.0884,117.8854,9.244,62559.9609,239.766,0,0,533.7478,135.0568,0,101.7837,0,3655.2988,3774.1902,350.7857,0,2.8456,16.2068,1.6434,0,133.5559,198.2808,16.8377,1592.9047,230.3255,31.3619,2.4865,0,92.6056,11.0594,1.5787,0,0,0,87.5398,0,12.3029,0,79.8361,0,2.4041,25484.4316,443.7034,0,11.0457,360.8279,2.6765,0,0,6.4,1.5842,3722.043,776.3389,8.453,2.5374,0,385.2362,0,0,260.3992,3.3803,277.8631,9.8818,228.7207,3.195
AguasNegras16.2_profundo,AguasNegras,profundo,0,4.502,28501.1836,1375.2334,0,5.2068,0,9.3036,0,59.8854,876497.375,2844.0479,0,3.44,1854.6503,65.5344,18.1843,3.557,101.4567,37.9486,0,57.0109,0,227.7245,0,524.1862,109.0897,9.6175,57698.0742,247.4733,0,0,507.8593,149.8935,170.1555,33.5512,0,3793.9949,3296.3867,361.3619,0,3.4512,16.7084,1.7147,0,139.0351,181.987,17.3551,1433.6178,220.9156,27.44,2.5752,0,94.499,11.5199,1.6289,0,0,0,80.981,0,13.5438,0,106.6727,0,2.6497,24551.4473,432.3956,0,11.2628,333.1169,2.7392,0,0,10.1829,1.6721,3958.3352,884.0747,5.8214,2.5693,0,435.8006,0,23.9978,241.2641,3.4695,247.7458,10.0565,226.418,3.3629
AguasNegras16.2_profundo,AguasNegras,profundo,0,4.6604,38226.1797,1495.5098,0,4.9748,0,9.224,0,62.7583,860014.625,2979.8442,0,3.6746,1851.522,60.156,26.7151,3.8324,0,97.3046,0,53.8045,0,266.0517,0,542.834,111.1983,9.4601,58143.0273,242.6692,0,0,644.9218,145.5074,138.435,35.145,0,3859.4807,4349.3037,353.1886,0,2.9616,15.744,1.7148,0,145.5031,192.4332,17.2694,1743.0504,226.1023,29.6632,2.5553,0,98.4081,12.7344,1.669,0,0,0,77.6998,0,15.1882,0,93.1387,0,2.6219,29406.2266,447.0523,0,11.834,350.652,2.7437,0,0,6.7654,1.607,3966.9922,817.4348,8.405,2.6227,0,417.5724,0,28.9927,268.9354,3.5665,270.5716,10.2189,221.8965,3.2738
